"page_url","event_category","event_subcategory","event_action","event_content","site_section","page_language","page_type","page_customer_group","customer_group","page_business_line","page_security_level","product_category","product_subcategory","product_id","page_name","page_category","page_subcategory","funnel_name","funnel_step","funnel_step_name","application_event","application_decision","internal_reference_id","first_product","product_offered","application_id","downsell_event","upsell_event","form_field_1","form_field_2","form_field_3","form_field_4","form_field_5","account_type","start_amount","amount","currency_code","term","interest_rate","transaction_id","transaction_event","transaction_name","transaction_charge_type","transaction_currency_pair","transaction_purpose","payment_type","tool_name","tool_type","tool_event","site_country","site_region","customer_id","search_scope","search_term","search_results","search_category","search_action","search_result_position","search_name","error_type"
"/dual-account-opening/scan-id","content","","popup","instructions","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:scan id","dual account opening","scan id","dual account opening","","Step 3 - scan id","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/scan-id","error","","upload","upload error: [id_nonclear_issue] ocrnotclearexception:failed to recognize the image,please capture a new one","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:scan id","dual account opening","scan id","dual account opening","","Step 3 - scan id","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","upload"
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","4","Step - 4personal details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/contact-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:contact details","dual account opening","contact details","dual account opening","5","Step 5 - contact details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","6","Step - 6 employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: professional_seniorexecutive","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step - 6 employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: general_staff","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step - 6 employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","ocupation: student","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step - 6 employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/employment-details","content","","dropdown","country of tax residency: cn","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:employment details","dual account opening","employment details","dual account opening","","Step - 6 employment details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","7","Step - 7 cn account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","checkbox","remuneration purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/cn-account-usage","content","","radio","deposit contributers: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:cn account usage","dual account opening","cn account usage","dual account opening","","Step - 7 cn account usage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","dropdown","branch: BGH","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","8","Step 8 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/terms-and-conditions","content","","radio","mailing address: home","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:terms and conditions","dual account opening","terms and conditions","dual account opening","","Step 8 - terms and conditions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","9","Step 9 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid entry-exit permit more than 3 months: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 9 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","radio","valid visa label more than 3 months: no","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:hk account eligibility","dual account opening","hk account eligibility","dual account opening","","Step 9 - hk account eligibility checking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/hk-account-eligibility","content","","button","continue the application","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","step overview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/cn-account-opening/confirmation","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:cn account opening:confirmation","cn account opening","confirmation","dual account opening","12.1","Step 12.1- cn account opening confirmation","completed","decline","","","","","5e71e9614a3bac4a6b626ef4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","content","","radio","international service: Yes","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","content","","checkbox","deposit purpose","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","content","","dropdown","oversea destination: HK","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/lead-in","content","","radio","apply cn account and oversea account","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:overview","dual account opening","overview","dual account opening","","welcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/step-overview","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","1","Step 1 - step overview","started","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: authorize third party","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/step-overview","content","","checkbox","agree: personal data collection","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:step overview","dual account opening","step overview","dual account opening","","Step 1 - step overview","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","2","Step 2 - otp registration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/otp-registration","content","","button","send","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/otp-registration","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:otp registration","dual account opening","otp registration","dual account opening","","Step 2 - otp registration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/personal-details","","","","","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:personal details","dual account opening","personal details","dual account opening","4","Step - 4personal details","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"/dual-account-opening/technical-error","error","NOT_ADULT","system","technical error","wechat","zh_cn","application","general","","","","debit cards","","","wechat:dual account opening:technical error","dual account opening","technical error","dual account opening","","technical error","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","system"
